label,packet_count,avg_packet_size,unique_src_ips,unique_dst_ips,unique_dst_ports,tcp_count,udp_count,reasons
ALERT,1088,448.37,115,19,19,355,733,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,642,463.27,89,13,15,148,494,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,681,505.52,110,11,13,108,573,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,417,417.87,106,9,11,46,371,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,387,341.11,92,16,19,131,256,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,144,431.33,77,6,6,13,131,Possible DoS: high packet volume
ALERT,377,392.66,99,11,13,60,317,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,255,288.69,62,6,11,70,185,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,418,440.8,101,14,15,40,378,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,434,538.59,95,10,12,61,373,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,211,427.31,77,13,16,54,157,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,326,464.81,95,7,9,29,297,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,287,442.37,95,7,9,37,250,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,278,363.65,85,8,8,27,251,Possible DoS: high packet volume
ALERT,223,442.13,87,7,9,35,188,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,336,420.04,99,10,8,38,298,Possible DoS: high packet volume
ALERT,367,501.5,96,15,16,64,303,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,334,460.01,102,16,13,62,272,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,188,468.53,71,11,8,20,168,Possible DoS: high packet volume
ALERT,195,396.52,70,6,9,40,155,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,101,330.72,38,5,9,45,56,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,494,502.55,105,12,8,39,455,Possible DoS: high packet volume
ALERT,336,432.01,84,9,10,43,293,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,515,614.42,79,11,11,38,477,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,120,339.21,39,8,10,33,87,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,351,522.41,81,9,9,44,307,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,326,538.65,78,10,6,18,308,Possible DoS: high packet volume
ALERT,166,379.43,68,7,11,56,110,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,442,563.38,88,10,9,46,396,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,342,502.46,95,11,8,31,311,Possible DoS: high packet volume
ALERT,298,365.2,86,9,26,28,270,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,250,529.53,66,9,6,15,235,Possible DoS: high packet volume
ALERT,560,449.63,87,11,11,56,504,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,395,368.87,79,10,13,58,337,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,434,287.39,85,10,11,38,396,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,377,391.24,82,7,8,35,342,Possible DoS: high packet volume
ALERT,538,374.35,101,12,8,24,514,Possible DoS: high packet volume
ALERT,647,454.28,102,9,7,26,621,Possible DoS: high packet volume
ALERT,738,295.79,103,9,10,45,693,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,459,287.17,89,11,11,39,420,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,398,312.11,73,9,11,52,346,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,462,383.18,101,7,8,40,422,Possible DoS: high packet volume
ALERT,699,432.78,104,10,8,30,669,Possible DoS: high packet volume
ALERT,536,446.02,106,11,10,38,498,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,518,495.94,90,9,8,33,485,Possible DoS: high packet volume
ALERT,640,407.22,99,9,10,51,589,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,803,349.0,108,8,9,34,769,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,343,360.31,91,10,9,29,314,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,648,405.86,106,11,11,51,597,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,533,359.02,107,9,5,12,521,Possible DoS: high packet volume
ALERT,344,330.33,96,8,10,44,300,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,401,418.07,100,10,15,43,358,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,329,292.25,90,12,12,57,272,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,470,412.25,104,8,10,49,421,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,313,413.2,106,9,10,24,289,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,379,441.86,100,6,9,38,341,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,211,362.58,92,6,7,30,181,Possible DoS: high packet volume
ALERT,598,420.73,99,12,11,41,550,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,465,363.27,110,10,12,54,405,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,323,493.19,92,10,9,26,295,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,732,459.72,108,11,8,31,699,Possible DoS: high packet volume
ALERT,322,343.92,100,6,6,27,295,Possible DoS: high packet volume
ALERT,188,395.16,80,6,7,16,170,Possible DoS: high packet volume
ALERT,254,382.22,84,13,14,76,177,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,305,387.65,106,11,13,48,257,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,441,542.96,78,7,6,26,415,Possible DoS: high packet volume
ALERT,221,469.21,75,8,8,38,183,Possible DoS: high packet volume
ALERT,204,519.79,82,8,6,26,178,Possible DoS: high packet volume
ALERT,154,388.92,52,7,11,33,121,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,157,495.75,66,9,9,42,115,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,382,466.51,94,10,10,37,345,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,352,465.48,94,7,13,114,238,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,347,415.03,106,11,10,42,305,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,285,386.76,99,7,9,34,251,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,326,436.71,93,7,9,31,295,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,248,313.96,99,8,8,32,216,Possible DoS: high packet volume
ALERT,281,475.07,97,9,11,51,230,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,217,309.03,56,9,7,26,191,Possible DoS: high packet volume
ALERT,329,424.47,84,8,9,34,295,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,282,361.33,85,9,12,66,216,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,80,265.26,36,6,6,24,56,Possible DoS: high packet volume
ALERT,320,389.93,79,10,14,52,268,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,211,402.24,60,9,11,42,169,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,316,428.28,75,8,10,34,282,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,311,435.55,97,10,10,41,270,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,159,462.53,63,4,6,26,133,Possible DoS: high packet volume
ALERT,199,406.04,66,6,7,26,173,Possible DoS: high packet volume
ALERT,272,453.33,79,9,11,50,222,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,202,346.69,85,8,10,53,149,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,240,394.05,91,9,10,41,199,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,338,500.31,91,13,27,32,306,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,255,429.76,90,4,6,26,229,Possible DoS: high packet volume
ALERT,152,308.54,58,6,10,54,98,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,497,322.11,102,7,12,42,455,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,210,460.39,73,10,10,33,177,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,248,414.88,82,6,6,28,220,Possible DoS: high packet volume
ALERT,168,331.22,78,6,8,32,136,Possible DoS: high packet volume
ALERT,279,406.01,74,10,14,45,234,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,284,391.41,97,11,11,41,243,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,296,412.95,82,12,10,43,253,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,214,348.42,88,9,11,34,180,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,676,462.7,102,13,13,33,643,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,332,410.72,101,7,10,36,296,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,216,398.98,86,7,8,34,182,Possible DoS: high packet volume
ALERT,393,428.64,99,7,7,32,361,Possible DoS: high packet volume
ALERT,491,389.76,105,9,9,40,451,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,198,262.06,86,8,9,28,170,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,265,435.68,95,6,9,38,227,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,357,298.66,96,10,13,98,259,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,316,289.59,90,8,8,28,288,Possible DoS: high packet volume
ALERT,341,327.59,117,8,8,41,300,Possible DoS: high packet volume
ALERT,367,278.19,113,11,12,63,304,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,205,394.96,73,5,7,25,180,Possible DoS: high packet volume
ALERT,204,374.05,55,10,12,40,164,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,291,336.55,85,9,12,65,225,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,317,336.18,83,9,10,41,276,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,206,438.11,81,6,8,30,176,Possible DoS: high packet volume
ALERT,384,488.24,99,13,13,81,303,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,304,393.26,94,13,14,41,263,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,418,423.3,92,10,11,123,295,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,591,768.41,100,10,13,366,225,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,407,340.28,96,10,12,40,356,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,324,390.89,99,13,13,66,254,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,504,436.46,102,16,19,82,422,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,395,415.39,95,10,13,85,308,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,258,331.03,82,6,7,20,238,Possible DoS: high packet volume
ALERT,694,443.37,133,10,9,32,662,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,553,374.81,113,6,8,34,519,Possible DoS: high packet volume
ALERT,432,552.62,112,9,12,52,380,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,480,390.55,107,10,10,45,435,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,568,412.01,103,8,8,29,539,Possible DoS: high packet volume
ALERT,555,479.58,112,8,7,23,532,Possible DoS: high packet volume
ALERT,487,679.45,95,6,8,28,459,Possible DoS: high packet volume
ALERT,274,375.82,92,9,11,43,231,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,369,338.04,65,8,9,32,337,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,512,293.45,103,11,12,51,461,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,612,340.31,102,8,8,29,583,Possible DoS: high packet volume
ALERT,474,408.09,102,11,8,20,454,Possible DoS: high packet volume
ALERT,484,383.12,104,7,11,45,439,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,177,679.93,35,5,8,34,143,Possible DoS: high packet volume
ALERT,197,314.01,55,10,9,30,167,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,309,498.68,90,10,14,62,247,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,342,469.75,86,10,13,57,285,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,284,448.71,86,13,13,58,226,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,383,491.71,88,5,6,18,365,Possible DoS: high packet volume
ALERT,230,413.44,91,5,7,30,200,Possible DoS: high packet volume
ALERT,237,459.1,88,10,11,45,192,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,186,548.64,63,8,11,50,136,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,173,400.28,55,6,10,37,136,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,481,290.4,92,10,26,30,450,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,403,295.68,71,9,8,26,377,Possible DoS: high packet volume
ALERT,411,388.79,105,9,7,34,377,Possible DoS: high packet volume
ALERT,326,288.41,75,5,8,41,285,Possible DoS: high packet volume
ALERT,495,369.89,102,10,10,45,450,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,312,402.46,88,9,11,50,262,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,92,267.53,45,5,7,32,60,Possible DoS: high packet volume
ALERT,380,373.22,88,10,10,40,340,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,988,347.94,94,16,37,356,632,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,521,348.33,101,15,16,57,464,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,377,230.85,91,7,10,49,328,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,280,343.23,67,5,7,26,254,Possible DoS: high packet volume
ALERT,387,386.32,103,8,7,29,358,Possible DoS: high packet volume
ALERT,211,358.24,88,6,8,26,185,Possible DoS: high packet volume
ALERT,236,486.56,91,11,10,34,202,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,201,316.6,59,8,9,49,152,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,394,412.9,105,7,8,34,360,Possible DoS: high packet volume
ALERT,163,355.15,64,6,7,26,137,Possible DoS: high packet volume
ALERT,304,474.14,92,8,7,34,270,Possible DoS: high packet volume
ALERT,310,394.54,98,8,9,42,268,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,217,507.41,87,6,7,23,194,Possible DoS: high packet volume
ALERT,249,392.31,98,10,8,41,208,Possible DoS: high packet volume
ALERT,357,432.62,107,12,9,40,317,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,341,357.78,104,10,10,30,311,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,579,376.68,106,13,14,46,533,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1608,683.64,111,18,20,383,1225,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1254,847.47,100,12,14,360,894,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,509,397.03,99,13,14,215,294,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,285,457.06,102,10,12,51,234,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,508,375.32,102,12,16,61,447,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1044,441.2,115,24,30,558,486,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,452,432.84,108,14,15,133,319,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,612,520.77,112,10,12,82,530,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,360,344.69,101,11,14,89,271,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,316,349.1,91,12,16,60,256,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,205,261.59,81,9,8,26,170,Possible DoS: high packet volume
ALERT,400,293.63,107,12,14,76,318,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,294,388.06,102,9,11,39,253,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,449,454.29,112,15,10,36,413,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,540,413.4,94,19,16,86,452,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,842,607.11,110,13,13,40,802,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,260,402.68,94,8,9,32,228,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,591,556.19,104,11,11,43,548,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,481,460.43,97,11,11,29,452,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,390,403.38,108,11,12,39,351,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,321,405.24,99,11,14,40,281,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,475,535.6,108,7,10,42,433,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,399,442.3,102,11,10,26,373,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,304,325.45,97,9,9,30,274,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,240,268.4,92,8,10,39,201,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,385,427.25,106,8,9,41,344,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,439,447.68,106,13,15,55,384,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,381,429.8,111,9,13,39,342,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,413,494.21,110,11,11,54,359,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,343,547.38,92,9,11,40,303,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,537,421.84,111,10,13,42,495,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,201,424.48,81,5,8,29,172,Possible DoS: high packet volume
ALERT,650,483.28,119,16,18,177,473,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,328,479.1,85,13,11,36,292,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,357,468.25,104,14,13,41,316,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,356,442.21,83,12,31,75,281,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,397,352.43,130,8,8,29,368,Possible DoS: high packet volume
ALERT,269,522.93,96,9,9,36,233,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,413,438.35,110,11,16,110,303,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,309,419.81,96,11,14,66,243,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,485,389.01,112,14,11,132,353,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1299,745.09,106,16,21,405,894,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,865,491.8,116,14,17,235,630,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1440,617.18,111,23,34,970,468,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1065,750.1,124,23,22,568,484,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,372,327.03,103,8,11,53,304,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,646,510.0,109,10,11,78,566,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,264,296.98,95,8,8,33,229,Possible DoS: high packet volume
ALERT,432,486.26,109,10,14,65,367,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,164,267.53,54,8,10,34,127,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,227,393.07,87,11,10,43,184,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,222,345.15,74,10,12,36,186,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,252,419.81,102,10,11,63,189,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,278,487.8,86,10,11,73,205,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,244,375.38,94,10,11,39,205,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,676,461.76,103,19,27,403,273,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,243,321.38,83,12,16,56,187,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,522,486.0,102,17,26,216,305,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,2216,888.4,95,18,37,1994,222,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1681,946.65,89,20,25,345,1336,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,279,419.87,91,11,10,97,182,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1810,954.59,70,11,16,202,1608,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,623,342.16,78,18,18,131,492,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,247,335.32,63,10,13,101,146,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,336,347.35,93,9,12,44,292,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,620,240.26,101,9,11,67,553,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,263,390.38,90,9,10,70,193,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,179,330.01,77,8,10,77,102,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,212,399.12,41,11,13,92,120,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,128,285.99,28,7,13,96,32,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1490,858.68,69,15,22,350,1140,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,395,561.08,97,11,11,135,260,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,450,421.36,115,14,14,84,366,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,444,425.36,104,12,15,94,350,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1245,761.62,105,15,18,109,1125,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,519,309.83,105,11,14,82,433,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,453,348.92,102,13,14,90,363,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,668,400.39,103,11,13,88,578,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,631,252.0,106,12,14,76,555,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,584,422.97,89,10,13,88,496,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,581,345.98,102,13,15,92,489,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,381,406.1,104,9,12,82,299,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,521,438.62,112,14,16,85,436,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,446,468.86,109,11,14,73,373,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,344,407.44,106,14,16,98,246,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,415,335.93,103,11,11,88,327,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,461,387.52,116,16,18,98,363,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,245,291.88,89,10,13,90,155,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,425,378.8,108,14,17,102,323,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1236,746.08,106,14,16,67,1169,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,840,875.57,87,10,12,70,770,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,1414,984.8,105,12,12,80,1334,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,556,483.79,80,16,23,164,392,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,266,421.39,82,10,13,79,187,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,601,521.99,105,16,32,76,525,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,438,385.16,110,9,17,121,317,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,762,492.11,104,14,14,87,675,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
ALERT,652,429.16,101,12,12,82,570,Possible DoS: high packet volume; Possible Port Scan: many destination ports targeted
